MesAno;Regiao;Estacao;Consumo;TEMPERATURA MEDIA, MENSAL (AUT)(°C);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);Recomendacao
2009-09;Centro-Oeste;primavera;649506,0;24,648387096774197;4195,8;1,9524590163934423;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2009-10;Centro-Oeste;primavera;658857,0;24,9015625;9463,4;1,713114754098361;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2009-10;Nordeste;primavera;1488745,0;26,09618320610687;10242,4;2,637007874015748;Energia Hidrelétrica / PCH (alta precipitação favorável)
2009-10;Norte;primavera;472878,0;27,191666666666663;3682,6;1,5297872340425531;Energia Hidrelétrica / PCH (alta precipitação favorável)
2009-10;Sudeste;primavera;4587326,0;22,85;16957,4;2,1340909090909093;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2009-10;Sul;primavera;1317935,0;18,82758620689655;7006,2;2,769642857142857;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2009-11;Sul;primavera;1379266,0;22,84406779661017;14581,4;2,7448275862068963;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2009-11;Sudeste;primavera;4586570,0;24,5680412371134;13276,4;2,1118279569892477;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2009-11;Norte;primavera;484073,0;27,21333333333333;4536,0;1,5590909090909089;Energia Hidrelétrica / PCH (alta precipitação favorável)
2009-11;Nordeste;primavera;1520234,0;26,647286821705425;4841,8;2,8661417322834644;Energia Hidrelétrica / PCH (alta precipitação favorável)
2009-11;Centro-Oeste;primavera;665609,0;25,473333333333336;9626,6;1,719642857142857;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2009-12;Centro-Oeste;verão;655034,0;24,4;15000,2;1,707142857142857;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2009-12;Nordeste;verão;1577336,0;26,439230769230768;10501,6;2,6755905511811027;Energia Hidrelétrica / PCH (alta precipitação favorável)
2009-12;Norte;verão;478521,0;26,161363636363635;9398,0;1,4785714285714286;Energia Hidrelétrica / PCH (alta precipitação favorável)
2009-12;Sudeste;verão;4768804,0;23,68526315789473;23313,4;1,9717391304347829;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2009-12;Sul;verão;1396936,0;22,65084745762712;9980,6;2,5966101694915253;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-01;Sul;verão;1576494,0;23,15714285714285;12853,4;2,3607142857142853;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-01;Sudeste;verão;4934723,0;24,6968085106383;13429,2;1,9734042553191489;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-01;Norte;verão;460383,0;25,98333333333333;9247,8;1,365;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-01;Nordeste;verão;1577345,0;26,053543307086617;12640,0;2,299186991869919;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-01;Centro-Oeste;verão;686131,0;24,76315789473684;11533,4;1,569811320754717;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-02;Centro-Oeste;verão;654256,0;25,45818181818182;7531,8;1,54;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-02;Nordeste;verão;1521047,0;26,85078125;9098,0;2,4818897637795274;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-02;Norte;verão;442546,0;26,46;7834,6;1,3894736842105262;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-02;Sudeste;verão;4805332,0;25,18282828282828;7973,2;1,947422680412371;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-02;Sul;verão;1489158,0;24,041509433962265;8359,2;2,485185185185185;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-03;Sul;outono;1488181,0;21,92;8788,8;2,203703703703704;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-03;Sudeste;outono;4841148,0;24,080412371134024;16739,4;1,6978947368421051;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-03;Norte;outono;466995,0;26,692500000000003;7248,4;1,3275;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-03;Nordeste;outono;1671008,0;26,651587301587305;15762,2;2,139669421487603;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-03;Centro-Oeste;outono;685415,0;25,190163934426227;9118,6;1,5018181818181815;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-04;Centro-Oeste;outono;688573,0;24,22741935483871;3325,2;1,4733333333333334;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-04;Nordeste;outono;1659728,0;25,4;18954,0;2,0141666666666667;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-04;Norte;outono;487028,0;26,304761904761904;10265,8;1,1;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-04;Sudeste;outono;4871630,0;22,02525252525253;8712,0;1,798989898989899;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-04;Sul;outono;1443291,0;19,085964912280705;8875,4;2,407017543859649;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-05;Sul;outono;1349500,0;15,766101694915257;8292,0;2,360344827586207;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-05;Sudeste;outono;4594567,0;20,143;3540,2;1,5948979591836736;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-05;Norte;outono;479188,0;26,41304347826087;5860,2;1,134090909090909;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-05;Nordeste;outono;1616156,0;25,18897637795276;7200,2;1,95655737704918;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-05;Centro-Oeste;outono;669588,0;22,20169491525424;2428,2;1,4293103448275863;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-06;Centro-Oeste;inverno;667520,0;22,21692307692308;341,8;1,5175438596491229;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-06;Nordeste;inverno;1601998,0;23,9192;9141,8;2,3789915966386554;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-06;Norte;inverno;497484,0;26,074468085106385;3489,2;1,1891304347826088;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-06;Sudeste;inverno;4520711,0;18,22970297029703;1862,4;1,75;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-06;Sul;inverno;1388083,0;14,844827586206897;3675,2;2,514545454545454;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-07;Sul;inverno;1394531,0;14,817543859649124;7050,0;2,710526315789474;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-07;Sudeste;inverno;4385968,0;19,59142857142857;3497,4;1,9892156862745096;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-07;Norte;inverno;490071,0;25,83061224489796;2402,0;1,3595744680851063;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-07;Nordeste;inverno;1541855,0;23,56910569105691;8762,8;2,645378151260504;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-07;Centro-Oeste;inverno;635114,0;22,01029411764706;365,8;1,8;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-08;Centro-Oeste;inverno;677680,0;22,934848484848487;87,0;1,8322033898305083;"Energia Solar Fotovoltaica (condições ótimas); Energia de Biomassa (região com potencial agrícola)"
2010-08;Nordeste;inverno;1512802,0;23,68125;3793,4;2,791803278688525;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-08;Norte;inverno;492103,0;26,63529411764706;1763,0;1,385714285714286;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-08;Sudeste;inverno;4674267,0;19,57;483,8;2,1437500000000003;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-08;Sul;inverno;1455445,0;15,313559322033898;2382,0;2,773684210526316;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-09;Sul;primavera;1402641,0;17,439655172413794;7410,2;2,950909090909091;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-09;Sudeste;primavera;4715169,0;21,933000000000003;4711,0;2,536734693877551;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-09;Norte;primavera;529944,0;27,742857142857144;1485,6;1,648936170212766;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-09;Nordeste;primavera;1550927,0;25,0352;3868,4;3,036752136752137;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-09;Centro-Oeste;primavera;705315,0;26,26875;1633,4;2,165573770491803;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-10;Centro-Oeste;primavera;721029,0;25,377611940298507;6889,6;1,788333333333333;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-10;Nordeste;primavera;1608710,0;26,266129032258064;7356,6;2,6293103448275863;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-10;Norte;primavera;541500,0;27,39782608695652;4268,6;1,5488372093023255;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-10;Sudeste;primavera;4722642,0;22,213131313131317;9324,8;2,331111111111112;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-10;Sul;primavera;1357167,0;17,781967213114754;7249,8;2,5672131147540984;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-11;Sul;primavera;1360716,0;20,098360655737704;6097,8;2,61;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-11;Sudeste;primavera;4672324,0;22,562745098039212;19237,0;1,99375;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-11;Norte;primavera;525898,0;26,6;5539,8;1,4357142857142855;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-11;Nordeste;primavera;1696902,0;26,369105691056912;6947,8;2,6787610619469024;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-11;Centro-Oeste;primavera;706899,0;24,25671641791045;12305,0;1,7212121212121212;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-12;Centro-Oeste;verão;708846,0;24,693548387096776;11365,4;1,6754098360655738;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-12;Nordeste;verão;1725786,0;26,01904761904762;12172,4;2,362393162393162;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-12;Norte;verão;509429,0;26,024;9667,6;1,2872340425531914;Energia Hidrelétrica / PCH (alta precipitação favorável)
2010-12;Sudeste;verão;4941867,0;23,8969696969697;25675,4;1,88469387755102;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2010-12;Sul;verão;1415916,0;21,88225806451613;11987,0;2,75;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-01;Sul;verão;1602622,0;23,496774193548383;12344,4;2,1366666666666663;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-01;Sudeste;verão;5255305,0;24,01578947368421;20500,2;1,949462365591398;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-01;Norte;verão;496172,0;25,236734693877548;13244,4;1,257777777777778;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-01;Nordeste;verão;1751761,0;25,58360655737705;15589,0;2,1114035087719296;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-01;Centro-Oeste;verão;704339,0;24,279032258064515;12751,4;1,5983333333333334;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-02;Centro-Oeste;verão;672452,0;24,16949152542373;9062,0;1,4732142857142858;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-02;Nordeste;verão;1597702,0;25,529838709677417;13933,4;2,027272727272728;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-02;Norte;verão;452353,0;25,13913043478261;12154,4;1,3243902439024389;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-02;Sudeste;verão;5083728,0;24,463636363636365;10748,8;1,8389473684210524;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-02;Sul;verão;1598947,0;22,78666666666667;12275,0;2,3766666666666665;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-03;Sul;outono;1490633,0;21,333870967741937;8677,8;2,7295081967213117;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-03;Sudeste;outono;5128653,0;22,690721649484537;23867,0;1,7308510638297872;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-03;Norte;outono;477637,0;25,40217391304348;12462,0;1,2069767441860464;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-03;Nordeste;outono;1713392,0;25,5359375;17525,6;1,8457627118644069;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-03;Centro-Oeste;outono;697532,0;23,990625;13864,4;1,6596774193548387;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-04;Centro-Oeste;outono;712847,0;24,0390625;5695,0;1,4389830508474577;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-04;Nordeste;outono;1681904,0;24,931746031746037;18407,6;1,851754385964912;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-04;Norte;outono;471596,0;25,556;13573,0;1,1304347826086956;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-04;Sudeste;outono;4937010,0;22,18910891089109;9634,0;1,6739583333333332;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-04;Sul;outono;1433329,0;19,53333333333333;5864,4;2,128571428571429;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-05;Sul;outono;1426433,0;15,875806451612902;3624,8;2,30983606557377;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-05;Sudeste;outono;4856402,0;19,374257425742574;2328,2;1,5762886597938144;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-05;Nordeste;outono;1662459,0;24,052419354838708;14540,4;1,95;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-05;Norte;outono;487643,0;25,734615384615385;9252,8;1,1571428571428573;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-05;Centro-Oeste;outono;704884,0;22,14307692307692;963,8;1,4903225806451614;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-06;Centro-Oeste;inverno;659843,0;21,110294117647054;1335,0;1,546031746031746;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-06;Nordeste;inverno;1605866,0;23,408943089430892;6275,0;2,0172413793103448;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-06;Norte;inverno;520799,0;25,945098039215686;3326,0;1,2571428571428571;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-06;Sudeste;inverno;4678006,0;17,94123711340206;2531,6;1,6806451612903226;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-06;Sul;inverno;1403302,0;13,4875;8228,0;2,438095238095238;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-07;Sul;inverno;1516995,0;14,254098360655735;10164,2;2,5083333333333333;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-07;Sudeste;inverno;4784552,0;18,75578947368421;1265,8;1,8065934065934064;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-07;Norte;inverno;513870,0;25,956;2576,6;1,3041666666666667;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-07;Nordeste;inverno;1639149,0;23,105042016806724;7765,2;2,3106194690265487;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-07;Centro-Oeste;inverno;673879,0;22,03692307692308;908,0;1,6875;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-08;Centro-Oeste;inverno;689462,0;23,746153846153845;658,2;1,9622950819672127;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-08;Nordeste;inverno;1636046,0;23,97560975609756;4189,0;2,43;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-08;Norte;inverno;541456,0;26,72352941176471;1985,0;1,4893617021276595;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-08;Sudeste;inverno;4840012,0;20,566;1760,8;2,1311827956989244;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-08;Sul;inverno;1494340,0;15,191935483870967;11570,6;3,110169491525424;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-09;Sul;primavera;1494136,0;16,77142857142857;5994,8;2,914285714285714;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-09;Sudeste;primavera;5036380,0;20,865656565656565;1375,6;2,4333333333333336;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-09;Nordeste;primavera;1668339,0;24,595419847328245;2749,6;2,845833333333333;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-09;Centro-Oeste;primavera;757502,0;25,54507042253521;1952,4;2,0357142857142856;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-09;Norte;primavera;567602,0;27,240384615384617;2314,0;1,520408163265306;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-10;Centro-Oeste;primavera;766759,0;24,672602739726027;12146,2;1,9042857142857144;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-10;Nordeste;primavera;1704764,0;25,68492063492064;9625,4;2,647368421052632;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-10;Norte;primavera;567178,0;26,667272727272728;6784,0;1,4333333333333331;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-10;Sudeste;primavera;4905359,0;21,870192307692307;14848,4;2,324;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-10;Sul;primavera;1420907,0;19,016129032258064;10766,6;2,822950819672131;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-11;Sul;primavera;1404883,0;20,184126984126983;5022,4;2,7532258064516126;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-11;Centro-Oeste;primavera;740908,0;24,56901408450704;11327,6;1,8185714285714285;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-11;Nordeste;primavera;1723018,0;25,24296875;9574,0;2,6237288135593224;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-11;Norte;primavera;548988,0;26,27962962962963;6642,4;1,3549019607843136;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-11;Sudeste;primavera;4885526,0;21,50769230769231;16852,2;2,1683673469387754;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-12;Norte;verão;548931,0;26,18490566037736;7943,0;1,33;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-12;Sudeste;verão;4957747,0;22,942307692307693;23507,6;1,8656565656565656;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-12;Centro-Oeste;verão;744657,0;24,59178082191781;14479,4;1,6380281690140843;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2011-12;Nordeste;verão;1778139,0;26,181954887218044;7629,8;2,529268292682927;Energia Hidrelétrica / PCH (alta precipitação favorável)
2011-12;Sul;verão;1453631,0;21,58;6577,0;2,503174603174603;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-01;Sul;verão;1584090,6;22,516129032258064;9625,2;2,581967213114754;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-01;Norte;verão;524135,0;25,23921568627451;13947,2;1,2574468085106385;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-01;Sudeste;verão;5138107,0;22,80294117647059;25371,6;1,9255102040816323;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-01;Nordeste;verão;1827785,0;25,904651162790696;9786,0;2,535537190082645;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-01;Centro-Oeste;verão;726118,0;24,02142857142857;17194,0;1,727536231884058;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-02;Centro-Oeste;verão;727504,0;24,51830985915493;10620,0;1,6328125;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-02;Nordeste;verão;1704591,0;25,5408;11202,8;2,3170940170940173;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-02;Norte;verão;503434,0;24,972727272727276;13240,8;1,2065217391304348;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-02;Sudeste;verão;5111298,0;24,12745098039216;7248,4;1,8552083333333331;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-02;Sul;verão;1658097,8;23,84915254237288;7381,0;2,2745454545454544;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-03;Sul;outono;1706808,4;21,423809523809524;4041,0;2,1745454545454543;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-03;Sudeste;outono;5470926,0;23,403809523809525;10153,2;1,7071428571428573;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-03;Norte;outono;503494,0;25,4;16157,0;1,1352941176470588;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-03;Nordeste;outono;1838823,0;25,858088235294115;9246,4;2,231451612903226;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-03;Centro-Oeste;outono;750552,0;24,376;10367,6;1,452112676056338;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-04;Centro-Oeste;outono;774281,0;24,38133333333333;7740,4;1,3891891891891892;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-04;Nordeste;outono;1779375,0;25,87941176470588;5747,4;2,164393939393939;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-04;Norte;outono;532486,0;25,943636363636365;10838,0;1,082;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-04;Sudeste;outono;5308429,0;22,741666666666667;7245,8;1,634313725490196;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-04;Sul;outono;1533564,5;19,19032258064516;8226,8;2,1338983050847458;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-05;Sul;outono;1461139,1;16,8453125;3932,4;2,2419354838709675;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-05;Sudeste;outono;4954256,0;19,561682242990653;7559,4;1,6817307692307693;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-05;Norte;outono;552161,0;25,87894736842105;7048,2;1,1660377358490566;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-05;Nordeste;outono;1811928,0;25,06449275362319;7215,2;2,374242424242424;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-05;Centro-Oeste;outono;752535,0;22,40533333333333;4224,8;1,5314285714285714;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-06;Centro-Oeste;inverno;739704,0;22,066666666666663;4390,4;1,521917808219178;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-06;Nordeste;inverno;1775115,0;24,350375939849624;7177,2;2,233333333333333;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-06;Norte;inverno;566437,0;25,724137931034484;4264,2;1,1660377358490566;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-06;Sudeste;inverno;5033564,0;19,680392156862744;8861,8;1,5928571428571427;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-06;Sul;inverno;1490069,5;14,846031746031745;8675,4;2,091666666666667;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-07;Sul;inverno;1503946,1;13,76969696969697;8106,0;2,3921875;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-07;Sudeste;inverno;4828556,0;18,84190476190476;2693,4;1,7851485148514852;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-07;Norte;inverno;551450,0;25,641666666666666;3788,0;1,2410714285714286;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-07;Nordeste;inverno;1698329,0;23,821804511278195;5504,0;2,4850393700787405;Energia Hidrelétrica / PCH (alta precipitação favorável)
2012-07;Centro-Oeste;inverno;692016,0;21,43918918918919;382,4;1,6597222222222223;"Energia Hidrelétrica / PCH (alta precipitação favorável); Energia de Biomassa (região com potencial agrícola)"
2012-08;Centro-Oeste;inverno;752539,0;23,583561643835612;123,8;2,1527777777777777;Energia de Biomassa (região com potencial agrícola)
